CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3949328	509.4	5.15	118.42	NCCCN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	21.6	nM
CHEMBL288441	530.46	5.19	82.88	COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl	IC50	22	nM
CHEMBL3943954	411.33	4.5	66.02	OC(=Nc1cnc2ccc(nn12)N3CCC[C@H]3c4cc(F)ccc4F)C(F)(F)F	IC50	22	nM
CHEMBL3676031	430.44	0.7	125.11	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC(CO)CO)c4n3	IC50	25.6	nM
CHEMBL3914168	565.4	5.27	123.11	Cn1nncc1CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	26	nM
CHEMBL3676044	431.44	1.82	102.99	C[C@H](O)[C@@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	27.2	nM
CHEMBL3675919	381.41	2.07	82.76	O[C@@H]1C[C@@H](N(C1)c2ccn3ncc(C(=O)NC4CC4)c3n2)c5cccc(F)c5	IC50	28.9	nM
CHEMBL3675988	340.36	1.96	75.42	CNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	29.9	nM
CHEMBL3944160	648.75	6.55	148.47	Cn1ncc2cc(ccc12)n3nc(cc3NC(=Nc4cnc(Oc5ccc(cc5)c6cnc(s6)N7CCCC7=O)nc4)O)C(C)(C)C	IC50	30	nM
CHEMBL3958583	528.37	5.32	112.63	CC(CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	30.4	nM
CHEMBL3952297	562.39	5.93	118.18	OC(=NCc1cccnn1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	30.9	nM
CHEMBL3914367	556.38	4.7	121.86	O[C@H]1COC[C@@H]1N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	31.3	nM
CHEMBL3977951	563.45	5.88	124.2	OC(=N)[C@H]1CCCN(C1)C(=O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	31.4	nM
CHEMBL3901544	528.37	5.32	112.63	C[C@@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	32.5	nM
CHEMBL3924608	540.38	5.73	101.63	CC1(COC1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	32.7	nM
CHEMBL3921702	578.66	6.24	130.65	OC(=Nc1cnc(Oc2ccc(cc2)c3cnc(s3)N4CCCC4=O)nc1)Nc5cc(nn5c6ccccc6)C7CC7	IC50	33	nM
CHEMBL3905169	536.97	5.13	95.64	CN1CCC(C1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	33.1	nM
CHEMBL3675996	412.47	2.35	95.65	CC(C)[C@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	33.2	nM
CHEMBL3671441	480.92	1.99	161.8	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ncc(Cl)cn3)c2)c4cnc(N)nc14	IC50	34.4	nM
CHEMBL3671451	515.45	3.85	128.2	CC(C)n1cc(C(=O)C2=CNC(=O)C(=C2)NC(=O)COc3ccccc3OC(F)(F)F)c4cncnc14	IC50	36.7	nM
CHEMBL3944923	542.4	5.71	112.63	CC(C)(O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	38.2	nM
CHEMBL3666247	433.45	2.94	128.68	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)cn3)c2)c4cnc(N)nc14	IC50	38.4	nM
CHEMBL3907552	471.49	4.23	124.39	CC(C)(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(cc3)C#N)c4cncc(F)c14	IC50	39.8	nM
CHEMBL3982385					IC50	41.61	nM
CHEMBL3969298	444.9	3.74	78.49	OC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4Cl)N5CCOCC5	IC50	41.7	nM
CHEMBL3978269	422.88	4.38	98.19	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cn3cc(Cl)cn3)c4cnccc14	IC50	42.9	nM
CHEMBL3671400	452.47	2.59	133.79	OCC1(CC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(cc4)C#N)c3)c5cncnc25	IC50	43.7	nM
CHEMBL3922624	508.58	4.22	108.7	CCS(=O)(=O)Nc1ccc(cc1)C(=O)Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5	IC50	45.5	nM
CHEMBL3914783	544.37	4.29	132.86	OC[C@H](O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	46.7	nM
CHEMBL2152279	373.46	3.81	80.06	CN(C)CCOc1ccc(cc1N)c2cnc3[nH]cc(c4ccncc4)c3c2	IC50	47	nM
CHEMBL3973023	505.94	4.19	100.35	OC1CCN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	47.2	nM
CHEMBL3671411	451.43	3.07	110	C[C@@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)c(F)c3)c2)c4cncnc14	IC50	51.2	nM
CHEMBL3925877	562.39	5.93	118.18	OC(=NCc1ncccn1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	51.3	nM
CHEMBL258434	487.56	5.99	83.22	C[C@H](OC(=O)NCc1ccccc1)[C@H]2c3ccccc3c4c2c5[nH]c6ccccc6c5c7CNC(=O)c47	IC50	52	nM
CHEMBL3666299	511.46	2.98	119.23	OCC1(COC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(cc4)C(F)(F)F)c3)c5cncnc25	IC50	52.2	nM
CHEMBL3931707	414.46	3.94	78.05	CNC(C)(C)C(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F)O	IC50	52.5	nM
CHEMBL3666279	500.34	3.07	130.23	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3Cl)c2)c4cncnc14	IC50	54.3	nM
CHEMBL3956659	561.02	5.29	112.71	CC(=O)N1CCC(CC1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	61.3	nM
CHEMBL3676055	340.36	2.01	89.41	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)N)c4n3	IC50	61.6	nM
CHEMBL3935836	462.49	3.72	118.42	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3ccc(n3)C4CC4)c5cncc(F)c15	IC50	62	nM
CHEMBL3943100	505.94	4.19	100.35	CC1(O)CN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	62.5	nM
CHEMBL3671369	456.47	2.94	129.19	COc1nccn2cc(nc12)C(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45	IC50	64.6	nM
CHEMBL3661579	471.46	4.39	89.77	Cn1cc(C(=O)c2cncc(NC(=O)Cc3cccc(SC(F)(F)F)c3)c2)c4cncnc14	IC50	67.4	nM
CHEMBL3661511	468.52	4.31	114.79	COc1ccc2[nH]cc(CC(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45)c2c1	IC50	68.4	nM
CHEMBL3666266	517.44	3.17	130.23	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)c3ccc(c(F)c3)C(F)(F)F)c2)c4cncnc14	IC50	69	nM
CHEMBL3666392	416.44	3.29	111.89	COc1ccnc(c1)C(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34	IC50	70.4	nM
CHEMBL3661480	439.48	3.47	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccn4ccnc4c3)c2)c5cncnc15	IC50	70.8	nM
CHEMBL3983102	483.53	4.81	115.63	OC(=Nc1cc(ccn1)C(=O)c2cn(C3COC3)c4ccncc24)Cc5nc(oc5C6CC6)C7CC7	IC50	71.3	nM
CHEMBL3666264	531.47	3.1	130.23	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)c(c3)C(F)(F)F)c2)c4cncnc14	IC50	73.6	nM
CHEMBL3661626	480.91	1.99	143.12	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c4cncnc14	IC50	73.9	nM
CHEMBL3954979	543.99	5.78	110.22	C[C@@H](N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4)c5nccn5C	IC50	74.9	nM
CHEMBL3901335	510.36	6.1	92.4	OC(=NC1CC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	80.3	nM
CHEMBL3661546	430.47	3.22	111.89	COc1ccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34)cn1	IC50	82.5	nM
CHEMBL3661607	482.33	4.12	99	Clc1ccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(C4COC4)c5ncncc35)cc1Cl	IC50	83.3	nM
CHEMBL3959308	523.95	3.4	120.58	CN(CC(O)CO)C(=O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	85.8	nM
CHEMBL3675977	410.45	2.25	95.65	O[C@H]1CCC[C@@H]1NC(=O)c2cnn3ccc(nc23)N4CCCC4c5cncc(F)c5	IC50	87.8	nM
CHEMBL3949168	449.9	4.09	113.49	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(Cl)cn3)c4cnccc14	IC50	88.3	nM
CHEMBL3946090	567.45	5.59	106.14	CC1(N)CCN(CC1)C(=O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	91.8	nM
CHEMBL3661548	414.47	3.52	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(C)nc3)c2)c4cncnc14	IC50	94.1	nM
CHEMBL3951822	532.96	5.4	124.99	OC(=NCC1CCC(=N1)O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	95.4	nM
CHEMBL3970112	428.49	5.08	89.6	COc1cccc(CC(=Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ccncc34)O)c1	IC50	96.2	nM
CHEMBL3666416	417.47	3.67	107.59	CC(C)n1cnc(c1)C(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34	IC50	99.9	nM
CHEMBL3678295	507.52	6.05	66.99	COc1cc(ccc1OCc2ccc(nc2)C(F)(F)F)C(C)n3cnc4cc(ccc34)c5cnn(C)c5	IC50	102	nM
CHEMBL3958386	428.5	4.61	98.19	CC(C)n1cc(C(=O)c2cc(ccn2)N=C(O)Cn3ccc(n3)C4CC4)c5cnccc15	IC50	106	nM
CHEMBL3944203	535.39	5.53	124.99	OC(=N[C@@H]1CN=C(O)C1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	118	nM
CHEMBL3661599	448.49	1.96	140.71	CC(C)c1cn(CC(=O)Nc2cncc(c2)C(=O)c3cn([C@H](C)CO)c4ncncc34)nn1	IC50	123	nM
CHEMBL3671458	538.49	2.83	154.02	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(C#N)c(c3)C(F)(F)F)c2)c4cncnc14	IC50	128	nM
CHEMBL3661601	440.46	2.66	133.79	C[C@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c4cncnc14	IC50	129	nM
CHEMBL3982790	546.99	4.28	100.43	CC(=O)N1CCN(CC1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	130	nM
CHEMBL3961433	509.4	4.52	106.14	CN(CCN)C(=O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	130	nM
CHEMBL3666384	416.44	3.76	115.8	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3coc(n3)C4CC4)c2)c5cncnc15	IC50	132	nM
CHEMBL3908308	551.02	4.6	115.87	CN(C)CCC(O)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	132	nM
CHEMBL3792850	411.51	4.14	64.26	O=C(Nc1ccc(CN2CCN(CC2)c3ccccc3)cc1)c4n[nH]c5ccccc45	IC50	137	nM
CHEMBL3983482	482.46	5.07	100.6	CC(CO)n1cc(C(=O)c2cc(ccn2)N=C(O)Cc3ccc(cc3)C(F)(F)F)c4cnccc14	IC50	141	nM
CHEMBL3900102	539.4	5.43	118.42	N[C@@H]1C[C@@H](C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	142	nM
CHEMBL3676009	410.45	2.25	95.65	O[C@H]1CCC[C@H]1NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cncc(F)c5	IC50	142.2	nM
CHEMBL3671391	426.44	3.16	131.34	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3n[nH]c4ncccc34)c2)c5cncnc15	IC50	144	nM
CHEMBL3908183	536.97	5.3	118.42	N[C@@H]1CC[C@H](C1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	166	nM
CHEMBL3977208	510.93	4.77	118.42	C[C@@H](CN)N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	185	nM
CHEMBL3666312	405.85	3.43	89.77	Cn1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c4cncnc14	IC50	188	nM
CHEMBL3666465	418.46	3.75	115.8	CCc1oc(C(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34)c(C)n1	IC50	192	nM
CHEMBL3946777	430.51	4.85	98.19	CC(C)c1ccnn1CC(=Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ccncc34)O	IC50	198	nM
CHEMBL3975519	434.88	4.14	100.6	OCCn1cc(C(=O)c2ccnc(c2)N=C(O)Cc3cccc(Cl)c3)c4cnccc14	IC50	200	nM
CHEMBL53885	583.64	4.73	113.18	CCOCc1ccc2c(c1)c3c4CNC(=O)c4c5c6cc(COCC)ccc6n7C8C[C@](O)(C(=O)OC)[C@](C)(O8)n2c3c57	IC50	210	nM
CHEMBL3661568	457.39	3.93	89.77	Cn1cc(C(=O)c2cncc(NC(=O)Cc3ccc(c(F)c3)C(F)(F)F)c2)c4cncnc14	IC50	210	nM
CHEMBL3639653	415.46	3.03	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc4CCCn4n3)c2)c5cncnc15	IC50	213	nM
CHEMBL3947290	504.95	4.77	118.42	N[C@@H]1C[C@H](C1)N=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	234	nM
CHEMBL3666430	425.45	3.54	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccn4nccc4c3)c2)c5cncnc15	IC50	272	nM
CHEMBL3661524	403.45	2.78	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3nccc3C)c2)c4cncnc14	IC50	284	nM
CHEMBL3964526	504.95	4.65	104.43	OC(=N[C@@H]1CCNC1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	301	nM
CHEMBL3639652	458.31	3.78	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cnc(Cl)c3Cl)c2)c4cncnc14	IC50	302	nM
CHEMBL3639652	458.31	3.78	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cnc(Cl)c3Cl)c2)c4cncnc14	IC50	302	nM
CHEMBL3673465	526.6	4.59	109.35	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)c5noc(n5)C6CCNCC6)cc2OC)cn1	IC50	306	nM
CHEMBL3666462	433.47	2.77	116.82	COCc1cc(nn1C)C(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34	IC50	313	nM
CHEMBL3666333	419.87	4.54	89.77	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccc(Cl)cc3)c2)c4cncnc14	IC50	326	nM
CHEMBL3955639	483.86	5.32	113.12	OC(=N)c1cc(NC(=O)c2cc(c(OC(F)F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	340	nM
CHEMBL3596870	502.6	6.11	110.28	CC(C)c1ccc(NC(=O)Nc2cccc(Oc3cncc(n3)c4ccc(cc4)S(=O)(=O)C)c2)cc1	IC50	420	nM
CHEMBL3661590	405.85	3.43	89.77	Cn1cc(C(=O)c2cncc(NC(=O)Cc3cccc(Cl)c3)c2)c4cncnc14	IC50	430	nM
CHEMBL3666278	517.44	2.92	130.23	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(c(F)c3)C(F)(F)F)c2)c4cncnc14	IC50	434	nM
CHEMBL3666270	485.42	2.85	130.23	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)c3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	557	nM
CHEMBL3686122	406.29	6.04	65.63	C[C@H](Nc1nc(Nc2cc([nH]n2)C3CC3)c(Cl)cc1Cl)c4ccc(F)cc4	IC50	611	nM
CHEMBL3666456	440.47	3.47	131.34	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cnc4[nH]nc(C)c4c3)c2)c5cncnc15	IC50	643	nM
CHEMBL427892	439.61	4.41	61.36	CC(=O)N1CCN(Cc2cc(Sc3cnc(Nc4ccccn4)s3)ccc2C)CC1	IC50	720	nM
CHEMBL3659509	423.46	2.39	109.67	C[C@H](Nc1nc(N2CCOCC2)c3ncn(c4cc(C)[nH]n4)c3n1)c5ccc(F)cn5	IC50	773	nM
CHEMBL3659509	423.46	2.39	109.67	C[C@H](Nc1nc(N2CCOCC2)c3ncn(c4cc(C)[nH]n4)c3n1)c5ccc(F)cn5	IC50	773	nM
CHEMBL3666407	416.44	3.29	111.89	COc1ccc(nc1)C(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34	IC50	796	nM
CHEMBL3931315	410.45	3.09	78.49	OC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cccc(F)c4)N5CCOCC5	IC50	820.8	nM
CHEMBL3917844	518.98	5.04	104.43	OC(=NCC1CCCN1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	968	nM
CHEMBL3671452	446.47	2.98	135.77	CC(C)n1cc(C(=O)C2=CNC(=O)C(=C2)NC(=O)Cc3coc(n3)C4CC4)c5cncnc15	IC50	1000	nM
CHEMBL29709	671.88	7.72	94.72	CCCCSCc1ccc2c(c1)c3c4C(=O)NCc4c5c6cc(CSCCCC)ccc6n7c5c3n2[C@H]8C[C@](O)(C(=O)OC)[C@]7(C)O8	IC50	1000	nM
CHEMBL3666283	466.89	1.81	143.12	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c4cncnc14	IC50	1010	nM
CHEMBL3666283	466.89	1.81	143.12	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c4cncnc14	IC50	1010	nM
CHEMBL3675982	382.4	1.42	86.86	OC1CN(C1)C(=O)c2cnn3ccc(nc23)N4CCCC4c5cncc(F)c5	IC50	1191.6	nM
CHEMBL254060	380.5	4.1	66.91	Cc1ccc(Sc2cnc(Nc3ccccn3)s2)cc1C(=O)NCC#C	IC50	1200	nM
CHEMBL3666388	457.42	3.64	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cn(C)nc3C(F)(F)F)c2)c4cncnc14	IC50	1630	nM
CHEMBL3968081	496.49	5.62	98.19	CC(C)n1cc(C(=O)c2cc(ccn2)N=C(O)Cc3cn(nc3C(F)(F)F)C4CC4)c5cnccc15	IC50	1680	nM
CHEMBL3671393	403.45	2.93	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc(C)nn3C)c2)c4cncnc14	IC50	1890	nM
CHEMBL3661512	400.44	3.21	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cccnc3)c2)c4cncnc14	IC50	2550	nM
CHEMBL3671375	420.86	3.94	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ncccc3Cl)c2)c4cncnc14	IC50	2570	nM
CHEMBL3666361	482.5	3.24	140.71	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)c4cccc(O)c4)c2)c5cncnc15	IC50	2630	nM
CHEMBL3666361	482.5	3.24	140.71	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)c4cccc(O)c4)c2)c5cncnc15	IC50	2630	nM
CHEMBL3666411	386.42	3.29	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccccn3)c2)c4cncnc14	IC50	2740	nM
CHEMBL521851	513.65	2.15	107.55	CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1	IC50	2850	nM
CHEMBL3951076	402.46	3.81	98.19	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3nccn3C)c4cnccc14	IC50	3080	nM
CHEMBL3978851	400.44	3.86	106.15	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cc3cnccn3)c4cnccc14	IC50	3330	nM
CHEMBL1088704	338.28	2.27	137.09	O\N=C\1/C(=C\2/C(=O)Nc3ccc(cc23)[N+](=O)[O-])/Nc4ccc(O)cc14	IC50	4000	nM
CHEMBL3666417	456.47	2.94	129.19	COc1nc(cn2ccnc12)C(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45	IC50	5490	nM
CHEMBL3661555	467.49	2.93	133.37	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)c4ccccn4)c2)c5cncnc15	IC50	6270	nM
CHEMBL3900474	416.49	4.12	98.19	CC(C)n1cc(C(=O)c2cc(ccn2)N=C(O)Cc3cn(C)nc3C)c4cnccc14	IC50	6520	nM
CHEMBL3666370	457.42	3.94	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3c(C)n[nH]c3C(F)(F)F)c2)c4cncnc14	IC50	6880	nM
CHEMBL3666377	403.45	2.93	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cn(C)nc3C)c2)c4cncnc14	IC50	7120	nM
CHEMBL3666423	491.86	4.3	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3c(Cl)n(C)nc3C(F)(F)F)c2)c4cncnc14	IC50	8390	nM
CHEMBL3909171	475.94	5.43	113.12	COC(C)c1cccc(n1)c2ccc(Cl)c(c2)C(=O)Nc3cc(nn3c4ccccc4)C(=N)O	IC50	8658.01	nM
CHEMBL3673451	502.58	2.94	107.97	COc1ccc(COc2ccc(Cn3c(N)nc4cc(ccc34)N5CCN(C)CC5=O)cc2OC)cn1	IC50	8980	nM
CHEMBL3671368	426.44	3.16	131.34	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cnc4[nH]cnc4c3)c2)c5cncnc15	IC50	9800	nM
CHEMBL3671370	386.42	3.29	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccncc3)c2)c4cncnc14	IC50	9800	nM
CHEMBL3666356	389.42	2.47	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccnc3)c2)c4cncnc14	IC50	9800	nM
CHEMBL3666393	387.4	2.68	115.55	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cncnc3)c2)c4cncnc14	IC50	9800	nM
CHEMBL1230607	361.49	2.31	81.33	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C3CCN(C)CC3)C2(C)C	IC50	10000	nM
CHEMBL2063926	505.7	3.58	94.13	CSc1ccccc1Nc2nc(nc3c(NCC4CC4)ncnc23)N5CCN(CC5)C6CCNCC6	IC50	10000	nM
CHEMBL3298400	345.47	3.05	63.13	CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(cn12)c3ccsc3	IC50	10000	nM
CHEMBL3629604	295.73	3.4	39.07	CN1C2=C(C(=O)c3ccc(Cl)cc13)c4ccccc4C2=O	IC50	88500	nM
CHEMBL3629609	277.28	2.46	59.3	CN1C2=C(C(=O)c3ccccc13)c4cccc(O)c4C2=O	IC50	141000	nM
CHEMBL3671380	400.44	3.59	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cnccc3C)c2)c4cncnc14	IC50	9800000000	nM
CHEMBL377444	377.88	3.72	93.79	NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc3ccncn3	IC50		
CHEMBL3596890	460.51	5.75	93.96	Cn1nc(cc1NC(=O)Nc2cccc(Oc3cncc(n3)c4ccc(F)cc4)c2)C(C)(C)C	IC50		
CHEMBL3673477	509.49	4.46	105.9	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(nc5)C(F)(F)F	IC50	0.2	nM
CHEMBL3673477	509.49	4.46	105.9	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(nc5)C(F)(F)F	IC50	0.2	nM
CHEMBL3678286	522.53	5.15	93.01	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(CC(F)(F)F)cc5	IC50	0.2	nM
CHEMBL3678297	522.53	5.63	93.01	COc1cc(ccc1OCc2ccc(cc2)C(F)(F)F)[C@H](C)n3c(N)nc4cc(cnc34)c5cnn(C)c5	IC50	0.3	nM
CHEMBL3678297	522.53	5.63	93.01	COc1cc(ccc1OCc2ccc(cc2)C(F)(F)F)[C@H](C)n3c(N)nc4cc(cnc34)c5cnn(C)c5	IC50	0.3	nM
CHEMBL3671132	456.5	2.41	75	Fc1ccc(F)c(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NCCN5CCOCC5)c4n3	IC50	0.95	nM
CHEMBL3673436	469.55	4.66	89.35	COc1ccc(COc2ccc(Cn3c(N)nc4cc(ccc34)c5cnn(C)c5)cc2OC)cc1	IC50	1	nM
CHEMBL3976441	566.93	6.43	136.36	Nc1ncc(Cl)cc1c2ccc(Oc3ncc(cn3)N=C(O)Nc4ccc(cc4n5cccn5)C(F)(F)F)cc2	IC50	1	nM
